1602285208 0 1 0
1602326512 0 2 0
1604844378 1 2 0
1604848131 2 2 0
1604850600 3 2 0
1604865038 4 2 0
1604878209 4 2 1
1604880107 4 2 2
1604922406 4 2 3
1605024062 4 3 3
1605029603 4 4 3
1605032828 5 4 3
1605032877 6 4 3
1605036125 7 4 3
1605047264 7 5 3
1605047427 7 6 3
1605099996 8 6 3
1605121035 8 6 4
1605136565 8 7 4
1605202435 8 7 5
1605205664 9 7 5
1605207716 10 7 5
1605210389 11 7 5
1605214529 12 7 5
1605215166 13 7 5
1605362693 13 8 5
1605367104 13 9 5
